6790029	61605	1	0
6797283	6797271	1	0
6789495	6797271	1	0
449666	449818	1	0
447211	449818	1	0
6786281	6793975	1	0
6786283	6793975	1	0
6789487	6797268	1	0
6797283	6797268	1	0
6789615	6790034	1	0
8948460	6790035	1	1
8948464	6790035	1	1
539044	6786055	1	1
629625	6786055	1	1
6785895	6789504	1	0
6786092	6786078	1	0
6797283	6785895	1	0
6789505	6785895	1	0
6786093	6786050	1	0
6786102	6785821	1	0
6788320	6785821	1	0
6786783	6788571	1	0
6788573	6788571	1	0
6786276	6793980	1	1
6786285	6793980	1	1
6786282	6793980	1	1
6786267	6793980	1	1
6786101	6786075	1	0
6786124	6786077	1	0
6786065	6786097	1	0
1112525	6797245	-1	0
6797248	6797245	1	0
1112525	6790036	1	0
6790023	6790036	1	0
6797271	141183	1	0
6797283	6797267	1	0
5640184	6797267	1	0
6793978	6793985	1	0
6785821	6788313	1	0
6793975	996768	1	0
6786114	6786083	1	0
6797283	6797293	-1	0
6797290	6797293	1	0
6785800	6786101	1	0
447110	6786101	1	0
6789524	6789485	1	0
6786118	6786060	1	0
451898	6786058	1	0
6786078	6786058	1	0
6786077	6786095	1	0
451895	451911	1	0
6793958	6793974	1	0
2888971	6790043	1	1
8948362	6790043	1	1
8948366	6790043	1	1
8948375	6790043	1	1
3788729	6790043	1	1
8948369	6790043	1	1
6790030	6790043	1	1
6797419	6790043	1	1
8948368	6790043	1	1
8948365	6790043	1	1
8948372	6790043	1	1
6790020	6790043	1	1
6785076	6790043	1	1
8948373	6790043	1	1
6793964	6790043	1	1
6784985	6790043	1	1
5652230	6790043	1	1
5686986	6790043	1	1
6793987	6790043	1	1
6790028	6790043	1	1
1112525	6790022	1	0
6790031	6790022	1	0
6788571	6788579	1	0
6786096	6786061	1	0
5661000	6789360	1	1
6784984	6789360	1	1
6784999	6789360	1	1
6785015	6789360	1	1
4568733	6789360	1	1
6786291	6785860	1	0
6786281	6785860	1	0
6797245	66212	1	0
6797293	6797291	1	0
6788623	6788618	1	0
6790036	6790042	1	0
6785800	6786114	1	0
6786060	6786114	1	0
629625	6788573	1	1
539044	6788573	1	1
629622	6788573	1	1
451893	451895	1	0
449139	451895	1	0
6790022	6789797	1	0
8948440	6790031	1	1
8948436	6790031	1	1
6785068	6790031	1	1
8948474	6790031	1	1
8948459	6790031	1	1
6785070	6790031	1	1
6789325	6789357	1	0
6786061	6786124	1	0
6786055	6786124	1	0
6786058	6786090	1	0
8948450	6790033	1	1
8948471	6790033	1	1
8948421	6790033	1	1
8948426	6790033	1	1
8948432	6790033	1	1
3786256	6790033	1	1
8948441	6790033	1	1
8948483	6790033	1	1
8948472	6790033	1	1
8948434	6790033	1	1
8948437	6790033	1	1
8948446	6790033	1	1
6785860	204910	1	0
449818	449798	1	0
1112525	6789960	-1	0
6797247	6789960	1	0
6786083	6786110	1	0
451898	6786110	1	0
451911	6786092	1	0
6786075	6786092	1	0
6788622	6788619	1	0
6785018	6797290	1	1
6789498	6797290	1	1
6785015	6789520	1	1
4568733	6789520	1	1
3788729	6789520	1	1
5661000	6789520	1	1
3788737	6789520	1	1
5642238	6789520	1	1
6785898	6785800	1	0
6789960	6789965	1	0
6788342	6788320	1	1
204910	6788320	1	1
6797269	6797275	1	0
6788628	6788625	1	0
6786281	6793978	1	0
6793980	6793978	1	0
6786072	6786065	1	0
6790041	6790032	1	0
6788625	6788622	1	0
6788580	6786293	1	0
6786293	6788575	1	0
1112525	6790041	1	0
6790033	6790041	1	0
6797369	6793996	1	1
2127282	6793996	1	1
6786275	6793996	1	1
6797365	6793996	1	1
6786110	6786093	1	0
6788619	6788623	1	0
877348	6785762	1	0
449671	6785762	1	0
6790025	879209	1	0
6788579	6788582	1	0
6788582	6788621	1	0
1112525	6790038	1	0
6797267	51645	1	0
6789483	6797266	1	1
6789521	6797266	1	1
6786090	6786096	1	0
6793996	6793958	1	0
6786281	6793958	1	0
447211	6786118	1	0
6785829	6786118	1	0
6797244	6797247	1	1
6797251	6797247	1	1
6797283	6797269	1	0
6797266	6797269	1	0
6786050	6786783	1	0
6789363	6788346	1	0
447211	6788346	1	0
6797283	6789524	-1	0
6789520	6789524	1	0
449670	6785898	1	0
210620	6785898	1	0
6788346	6789331	1	0
6788621	6788628	1	0
6786097	6788580	1	0
8948462	6790023	1	1
5640202	6790023	1	1
8948478	6790023	1	1
8948463	6790023	1	1
8948427	6790023	1	1
8948443	6790023	1	1
8853953	6790023	1	1
8948424	6790023	1	1
8948449	6790023	1	1
2888991	6790023	1	1
2187294	6790023	1	1
8948451	6790023	1	1
8948455	6790023	1	1
8948433	6790023	1	1
2127254	6790023	1	1
8948448	6790023	1	1
8948481	6790023	1	1
2888972	6790023	1	1
8948480	6790023	1	1
6790035	6790025	1	0
1112525	6790025	1	0
5660963	6789505	1	1
6789499	6789505	1	1
6789503	6789505	1	1
6789518	6789505	1	1
6789507	6789505	1	1
6789344	6789505	1	1
6790038	981545	1	0
6785829	6786070	1	0
6786075	6786070	1	0
6785762	6785829	1	0
6786095	6786088	1	0
6797268	189395	1	0
1112525	6789615	1	0
6790043	6789615	1	0
447211	6789325	-1	0
6789360	6789325	1	0
1112525	6790029	1	0
6785055	6790029	1	0
6786070	6786102	1	0
6786088	6786072	1	0
6789355	6789363	1	1
6789337	6789363	1	1
6789338	6789363	1	1
5666054	6789363	1	1
2127282	6789363	1	1
6789364	6789363	1	1
447110	6797283	1	1
447211	6797283	1	1
449666	6786118	-1	0
6788575	1112525	1	1
6788575	6786281	1	1
6788618	1112525	1	1
6788618	6786281	1	1
6788618	6788626	1	1
