174047	174109	1	0
174216	174109	1	0
174115	174109	1	0
174204	174109	1	0
174175	174109	1	0
174153	174109	1	0
174063	174109	1	0
174163	174109	1	0
174188	174109	1	0
6805137	174109	1	0
174197	174109	1	0
174141	174109	1	0
6805136	174109	1	0
174228	174109	1	0
174049	174109	1	0
174217	174109	1	0
3238999	3239009	1	0
3229073	3229089	1	0
3222570	3229089	1	0
3223236	1250243	1	0
3785706	5682020	1	0
75164	5682020	1	0
1629809	3132719	1	1
1629811	3132719	1	1
75163	75164	1	0
75160	75164	1	0
59544	75164	1	0
3857336	3857334	1	0
68649	68640	1	1
68639	68640	1	1
68655	68640	1	1
198746	199849	1	0
389116	9007200	1	1
389112	9007200	1	1
389111	9007200	1	1
6804999	6804996	1	0
3857308	3857319	1	0
174890	174898	1	0
174873	174898	1	0
164618	174898	1	0
174883	174898	1	0
174889	174898	1	0
174895	174898	1	0
3788745	3788746	1	0
3132724	3209098	1	0
3200017	3209098	1	0
68330	69209	1	1
68336	69209	1	1
6783909	3785704	1	0
112359	109845	1	0
3209194	5693609	1	0
5693527	5693609	1	0
6792712	6792710	1	0
181911	427402	1	0
212293	427402	1	0
181902	427402	1	0
181899	427402	1	0
3857334	3857305	1	0
3788729	3857305	1	0
194047	3857305	1	0
3209114	182578	1	0
3797202	3214900	1	0
1629813	6804998	1	0
6804885	6804998	1	0
5682020	5682022	1	0
450216	450325	1	0
198701	450325	1	0
69562	68376	1	0
3240783	212298	1	0
450296	450343	1	0
1227905	3240782	1	0
3240759	3240782	1	0
66000	3225859	1	0
3785768	3785763	1	0
199860	199858	1	1
199861	199858	1	1
199869	199858	1	1
168136	450237	1	0
3786256	4647613	1	0
3321987	4647613	-1	0
349474	4647613	1	0
3797196	3797203	1	0
68652	1362227	1	1
1362225	1362227	1	1
3797198	3797202	1	0
450327	3797202	1	0
6804998	6804999	1	0
3240957	212285	1	0
450343	3238999	1	0
3239002	3238999	1	0
8979184	3225867	1	0
1250243	3225867	1	0
3240766	3240769	1	0
182572	182588	1	1
182580	182588	1	1
182586	182588	1	1
182578	182588	1	1
3209144	3209146	1	1
3209121	3209146	1	1
450213	450222	1	0
3857328	3857339	1	0
3200017	3200023	1	0
3132720	3200023	1	0
3132719	3132737	1	0
198701	3132737	1	0
3209166	3209159	1	0
9007201	3229073	1	0
389122	3229073	1	0
389121	3229073	1	0
9007203	3229073	1	0
9007200	3229073	1	0
3222546	1629833	1	0
212223	3240957	1	0
212217	3240957	1	0
212278	3240957	1	0
212298	3240957	1	0
212227	3240957	1	0
141608	187934	1	0
182558	187934	1	0
6804745	6804885	1	0
427402	3788743	1	0
3788737	3788743	1	0
427772	3209134	1	0
3209140	3209134	1	0
427775	3209134	1	0
3132737	3132724	1	0
3209107	3209130	1	1
3209105	3209130	1	1
113560	6792712	1	0
5682021	6792712	1	0
1592223	3209109	1	0
1227905	3209109	1	0
3200017	3209109	1	0
68642	3209109	-1	0
3209096	3209097	1	0
3321987	4647593	1	0
3786257	4647593	1	0
109845	199878	1	1
109856	199878	1	1
9610768	199878	1	1
203795	3239002	1	0
2562517	3239002	1	0
389119	9007201	1	1
389113	9007201	1	1
3200017	3229138	1	0
3772127	3229138	1	0
3785711	3785706	1	0
194047	3790130	1	0
3788729	3790130	1	0
3857334	3790130	1	0
3788728	3790130	-1	0
174250	3790130	1	0
113560	5682044	1	0
3785779	5682044	1	0
1183226	3788728	1	0
212151	3788728	1	0
450289	168162	1	0
450299	168162	1	0
4647594	4647600	1	0
3240787	212217	1	0
187934	187926	1	0
3200017	3209096	1	0
1227905	3209096	1	0
1592223	3209096	1	0
2534321	3209179	-1	0
3209178	3209179	1	0
3788724	3788739	1	0
182558	3788705	-1	0
188374	3788705	1	0
3209177	3209182	1	0
5682018	5682021	1	0
450235	450217	1	1
450218	450217	1	1
3209134	3209111	-1	0
3209107	3209111	1	0
69209	182594	1	0
182588	182594	1	0
450327	4568740	1	0
4568733	4568740	1	0
450327	4568737	1	0
4568733	4568737	1	0
198738	9610768	1	0
450333	450213	1	0
174099	174250	1	0
174109	174250	1	0
