pathway_id	input_name	input_id	keyoutput_id	distance
5693567	MUS81	5686443	5686483	8
5693567	NBN	75237	113838	33
5693567	NBN	75237	5685162	29
5693567	NBN	75237	5685317	31
5693567	NBN	75237	5685343	33
5693567	NBN	75237	5685826	37
5693567	NBN	75237	5686410	42
5693567	NBN	75237	5686469	42
5693567	NBN	75237	5686483	44
5693567	NBN	75237	5686663	38
5693567	NBN	75237	5693589	40
5693567	PALB2	419548	5685826	4
5693567	PALB2	419548	5686410	9
5693567	PALB2	419548	5686469	9
5693567	PALB2	419548	5686483	11
5693567	PALB2	419548	5693589	7
5693567	RAD50	75160	113838	33
5693567	RAD50	75160	5685162	29
5693567	RAD50	75160	5685317	31
5693567	RAD50	75160	5685343	33
5693567	RAD50	75160	5685826	37
5693567	RAD50	75160	5686410	42
5693567	RAD50	75160	5686469	42
5693567	RAD50	75160	5686483	44
5693567	RAD50	75160	5686663	38
5693567	RAD50	75160	5693589	40
5693567	RAD51	62637	5685317	4
5693567	RAD51	62637	5685343	6
5693567	RAD51	62637	5685826	10
5693567	RAD51	62637	5686410	15
5693567	RAD51	62637	5686469	15
5693567	RAD51	62637	5686483	17
5693567	RAD51	62637	5686663	7
5693567	RAD51	62637	5693589	13
5693567	RAD52	62639	5686663	13
5693567	RTEL1	5686112	5693589	1
5693567	TIMELESS	5684982	113838	5
5693567	TIMELESS	5684982	5685317	9
5693567	TIMELESS	5684982	5685343	11
5693567	TIMELESS	5684982	5685826	15
5693567	TIMELESS	5684982	5686410	20
5693567	TIMELESS	5684982	5686469	20
5693567	TIMELESS	5684982	5686483	22
5693567	TIMELESS	5684982	5693589	18
