Upperbound	TP	FP	FN	TN	P	N	Total	TPR	TNR	PPV	NPV	FNR	FPR	FDR	FOR	ACC	F1
7.5	4458	330	10924	8723	15382	9053	24435	0.28981927037239075	0.9635480046272278	0.9310777187347412	0.44398635625839233	0.7101807594299316	0.03645199537277222	0.06892228126525879	0.5560136437416077	0.5394311547279358	0.44204264879226685
7.51	4458	330	10924	8723	15382	9053	24435	0.28981927037239075	0.9635480046272278	0.9310777187347412	0.44398635625839233	0.7101807594299316	0.03645199537277222	0.06892228126525879	0.5560136437416077	0.5394311547279358	0.44204264879226685
7.52	4458	330	10924	8723	15382	9053	24435	0.28981927037239075	0.9635480046272278	0.9310777187347412	0.44398635625839233	0.7101807594299316	0.03645199537277222	0.06892228126525879	0.5560136437416077	0.5394311547279358	0.44204264879226685
7.92	4469	318	11014	8634	15483	8952	24435	0.2886391580104828	0.9644772410392761	0.9335700869560242	0.4394340515136719	0.7113608121871948	0.03552275896072388	0.06642991304397583	0.5605659484863281	0.5362390279769897	0.4409472346305847
7.93	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
7.94	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
7.95	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
7.96	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
7.97	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
7.98	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
7.99	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.01	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.02	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.03	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.04	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.05	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.06	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.07	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.08	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.09	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.1	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.11	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.12	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.13	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.14	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.15	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.16	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.17	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.18	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.19	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.2	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.21	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.22	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.23	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.24	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.25	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.26	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.27	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.28	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.29	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.3	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.31	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.32	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.33	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.34	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.35	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.36	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.37	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.38	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.39	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.4	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.41	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.42	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.43	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.44	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.45	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.46	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.47	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.48	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.49	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.5	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.51	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.52	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.53	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.54	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.55	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.56	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.57	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.58	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.59	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.6	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.61	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.62	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.63	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.64	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.65	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.66	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.67	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.68	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.69	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.7	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.71	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.72	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.73	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.74	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.75	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.76	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.77	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.78	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.79	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.8	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.81	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.82	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.83	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.84	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.85	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.86	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.87	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.88	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.89	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.9	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.91	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.92	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.93	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.94	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.95	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.96	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.97	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.98	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
8.99	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.01	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.02	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.03	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.04	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.05	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.06	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.07	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.08	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.09	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.1	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
9.11	4462	325	11023	8624	15485	8949	24434	0.2881498336791992	0.9636830687522888	0.9321078062057495	0.4389474093914032	0.7118501663208008	0.03631693124771118	0.06789219379425049	0.5610525608062744	0.535565197467804	0.44021308422088623
